user_id, user_name, followers, tweet_url, tweet ,Label,,
256150251,CertLucas,135605,https://twitter.com/random/status/1526544197767012354,💵 Giving Away WL Spots! \n\n🎁 Follow @TheFuturesNFT \n• RT &amp; Like \n• Tag Friends                                 \n~~~~~~~~~~~~~~~~~~~,Promoter,,
1.26373E+18,fIeuriya,49951,https://twitter.com/random/status/1535149660142465025,$3┆₱150┆42K IDR ⏱ 3 HOURS\n\nRT &amp; Follow @sharksproms (🔔),Promoter,,
1312032097,CaesarNFTx,50940,https://twitter.com/random/status/1527597026564788224,$200 $SOL 🏆 1 Winner ~ •fast\n\n➡️ RT + Like + Tag friends\n➡️ Follow @AvaxRegion,Promoter,,
2411460916,TJCobain,188617,https://twitter.com/random/status/1516725304168955907,$150 ~ 24 hours 🎁\n\nRT,Promoter,,
1.25494E+18,Crypto_NemoBTC,86338,https://twitter.com/random/status/1514821601040154633,$20 GIVEAWAY 🚀🚀🚀\n\n🔥RT &amp; LIKE\n\n🔥Tag 3 friends\n\n🔥follow @TheHumanians \n\n🔥join discord https://t.co/M7GHqBHuZu https://t.co/d9il7ADiga,No,,
1.43602E+18,BillyWarwickLDN,115459,https://twitter.com/random/status/1536322073492131841,$100 6 hrs\n\nRetweet + follow @astonknights1,Promoter,,
1.46139E+18,sharksproms,98739,https://twitter.com/random/status/1536706188637011975,$15 || 186.300 IDR ~ 6 HOURS \n\nRT this + RT,Promoter,,
214406252,CryptoFeather_,277078,https://twitter.com/random/status/1536314023477919744,$20 || 270.000 IDR || 1000 PHP || ⌚ 8 HOURS\n\n– RT &amp; RT + vote on @DacxiCoin 📌 https://t.co/FPwgJgNvLo,Promoter,,
1.15836E+18,Bitcoinbro10,304834,https://twitter.com/random/status/1536543951930286081,$75 || RT in 12hrs⭐️\n\nJust follow @meaniegives,Promoter,,
1.38899E+18,yazzhiee,101175,https://twitter.com/random/status/1536620753919311872,$10 || 140.000 IDR • 120MINS \n\nRT Like + Follow \n@xpressionthemc \n@myke_wazowskie,Promoter,,
1.4821E+18,DezzNFTs,57783,https://twitter.com/random/status/1538212387643342851,$10 • 30 Mins\n\nrt this,Promoter,,
1.31443E+18,angel_eun_,62084,https://twitter.com/random/status/1518933532365967360,$50 || ₱2,Promoter,,
430426403,Bitbro10,561580,https://twitter.com/random/status/1535267254027395072,$10 RT in 20 mins Just follow @CopperReckoner 💥,Promoter,,
1.04959E+18,JamesB_65,160242,https://twitter.com/random/status/1536659523565408256,🟧GIVEAWAY $112🟧 24 hrs\n\nRT &amp; follow:\n\n@TheJkay_ \n@k4thgives \n@JennieProms \n\nThanks! 😊,No,,
968062526,CryptoBoostMe,334116,https://twitter.com/random/status/1532752021161377793,Congratulations @0xPartlyycloud you won $50\n\nDraw ID - UfJr4d4wwYR51a32 via Pickaw\n\nPlease message me with this tweet to claim your prize.,Promoter,,
2411626783,Missypromotes,255653,https://twitter.com/random/status/1536311251386920961,$50 GIVEAWAY \n\n- RT &amp; Follow @healthydicks + RT &amp; Like 📌\n\nend 4 hours 💛,Promoter,,
1.44398E+18,Mailuvss_,113337,https://twitter.com/random/status/1536508485885894656,$15 | 202.500 IDR — 8 hrs \n\n– RT &amp; Follow @CyberverseReal + RT,Promoter, and Tag friends on his 📌,
1.51823E+18,BiancaNFT_,79332,https://twitter.com/random/status/1537420485117497346,$500 | 7000.000 IDR ~ 24 HOURS\n\n300$\nRT &amp; Follow @KGDIAMONDTIPS \n\n200$\nRT pin 📌@KGDIAMONDTIPS drop proof,Promoter,,
1.18724E+18,CodyOrlove,62568,https://twitter.com/random/status/1525902691263827971,I’m giving $20,Promoter,,
1.51246E+18,pierstenT,65405,https://twitter.com/random/status/1531290901699502082,💰$100 in 24 hours💰\n\n✅RT &amp; Follow @Ethermon_NFT \n✅Like &amp; Retweet @Ethermon_NFT 📌,Promoter,,
8.78342E+17,kaiaaluv,50206,https://twitter.com/random/status/1535636056866885632,$5 ┊ 70.000 IDR ~ 2 HRS✨\n\n—LIKE @_Crypto_Dubai last retweet\n—RT this + rep done,Promoter,,
389010886,StevenAscher,51536,https://twitter.com/random/status/1535652585985781760,@MacroCRG At least there’s a strong support at $200….,No,,
1.20036E+18,GiveAwayHost,363933,https://twitter.com/random/status/1536459479239503872,$50 in 4 hours 🍋🍊\n\n-RT this\n-RT /like  @TheYuaVerse  📌,Promoter,,
1.49602E+18,GroverPromotes,41599,https://twitter.com/random/status/1536499442261827584,$2 | 28K IDR • 2 HOURS\n\n- RT &amp; Follow @calista_acadcom\n- RT Like their 📌,Promoter,,
124816474,byeagle37,56880,https://twitter.com/random/status/1436192120499576835,I'll give one person $100 in 48 hours.  Follow me,Promoter,,
1.35662E+18,DeFi_z0r0,82197,https://twitter.com/random/status/1536537469117554689,@BlackSheep_xyz starting mcap $47k \n\nand we are now $130k 🔥\n\nmy next possible play #ta #bsc #bnb #zorocalls https://t.co/blHJANaHc8,No,,
1.09711E+18,VigoLartez,234598,https://twitter.com/random/status/1535997487567278083,$50 || 4 hours \n\n➡️ RT • @CuBeanz Rt / Like and Comment “!Yo #CuBeanz” last 2 Tweets,Promoter,,
1.35936E+18,jiims,258245,https://twitter.com/random/status/1536686088252956673,FAST GA $10 | 500PHP | 120MINS\n\nretweet &amp; Follow @khaipromos 🔔,Promoter,,
329613778,AmeerNFTs,108597,https://twitter.com/random/status/1534100300071587841,$100 ,Promoter,,
1.45559E+18,ETHEREUM06,81192,https://twitter.com/random/status/1527219915069050880,$14.000 in $ETH (Reroll) 💫 to one lucky winner 🍀 so far 15 people@have no responded to my dms for there reward \n\n- retweet ✅\n- follow  ✅,Deleted,,
1443889718,Abandons75,101319,https://twitter.com/random/status/1519317063809994752,$100 in 16 Hrs\n\n✅RT this &amp; Follow @TRIP_NFT\n✅Join their Discord: https://t.co/QK88K0AT2M\n\nPost Proof\n#NFTGiveaway https://t.co/ixaTtQgzMY,Promoter,,
1.2726E+18,socialbrice_,52168,https://twitter.com/random/status/1504532030591229957,$30 Giving in 60 MINUTES 📺⭐️\n\nRT &amp; Follow @sol_theartist + RT 📌,Promoter,,
1.44461E+18,Maymytan,54193,https://twitter.com/random/status/1536376868827328512,20.000 IDR 🦋\n\n— RT Like &amp; Follow @between2evils_,Promoter,,
1.4828E+18,sam_nft1,41740,https://twitter.com/random/status/1536386564133203968,$75 in 5 Hour  👇\n\n-  Retweet\n- Follow @DemonixNFTs\n- RT,Promoter,,
1.3778E+18,SirDecka,61804,https://twitter.com/random/status/1540851731441111040,$5 in 10 minutes RT + FOLLOW @proofinthedoof + 🔔,Promoter,,
45943257,MattMargetts,62930,https://twitter.com/random/status/1507406921804185601,$500 $USDT or $APE (3 WINNERS) 🏆🎁\n\nRT + Follow ME &amp; @DecNFT 🔔(Proof),Promoter,,
1.22358E+18,ShezzCryptoGem,116804,https://twitter.com/random/status/1470697506950447105,$10 | 1 Hour\n\n- Like + RT &amp; Follow @shezzcrypto,Promoter,,
1.50443E+18,RexxaProms,64499,https://twitter.com/random/status/1536693664180600832,$3 | 40.500 IDR 4 HOURS 🕊️\n\n-RT \n-RT &amp; LIKE @cryptosheikh01  📌,Promoter,,
1.3403E+18,harryhaven4,50767,https://twitter.com/random/status/1535996507987529729,$100 | 1.400.000 IDR ~ 48 HOURS\n\nRT 📌&amp; Follow\n\n@MrQuinlanft\n@allthewinners1 \n@AscendEX_India\n\n@AscendEX_Russia,Promoter,,
1.29767E+18,Crypt0kyuubi,90344,https://twitter.com/random/status/1529992963643744256,$10 giveaway 💰\n\nRt &amp; follow @blueprintdefi \nJoin tg (post proof): https://t.co/mSzs3ZP72S,Promoter,,
380313112,MetaPromos,56298,https://twitter.com/random/status/1477763129366953986,$100 in 24 hours \n\nrt &amp; follow me + @bricepromos,Promoter,,
1.40843E+18,ImgLad2MeetU_,57808,https://twitter.com/random/status/1509907455039328259,$2 || 100 PHP ||  IDR \n\n• RT + Follow @ImgLad2MeetU_\n\nEnds in 180 min. Goodluck!🍀,Promoter,,
1.43292E+18,zaricrypto,60011,https://twitter.com/random/status/1535919947687542784,$5 || ₱225 || 65.000 IDR \n\n♡ RT + FOLLOW @YxvngJvxlx,Promoter,,
1.35355E+18,felgives,53732,https://twitter.com/random/status/1535092839327014912,$2 | ₱100 | GIVEAWAY\n\n— RT &amp; follow @TryInvestables,Promoter,,
1.43436E+18,ajummacares,56821,https://twitter.com/random/status/1505879001033699328,$1 ~ 10MINS\n\n— RT + RT LIKE @cryptojayy7 📌,Promoter,,
1.40755E+18,AreumPromotes,160654,https://twitter.com/random/status/1538300117673209856,$10 || 140,Promoter,,
1.45584E+18,pipodelyth,40097,https://twitter.com/random/status/1537070188679827456,$2 | 28 RB\n\n— rt like &amp; follow https://t.co/TG3u3w4Jgy\n\n————————\nDraw by @swinpi,Promoter,,
1113669961,ysagives,50772,https://twitter.com/random/status/1536155907335520256,GIVEAWAY $2 : 28.000 IDR\n\n— RT this\n— follow @chaedoescomms RT 📌,Promoter,,
229144847,CiervoCrypto,2465461,https://twitter.com/random/status/1536063740780609537,$25 | 4 hours 🔥\n\n- RT &amp; Follow @BullKingCrypto\n- RT &amp; Like their pin 📌\n\nComments and participation on it are much appreciated.,Promoter,,
1.44424E+18,DJ_GIVEAWAY2,159444,https://twitter.com/random/status/1536474611164004352,$50 in 8HRS 🚀\n\nWazZzzzuuuupppppp🚀\n\n✅ Retweet + Follow \n@wazzzup_wtf\n\n✅ Retweet + Like their Pinned 📌,Promoter,,
1.43807E+18,Azianoona,113409,https://twitter.com/random/status/1536462154102059009,$10 | 140.000 IDR   —  4 HRS\n\n— RT + Follow @RnS_Token and RT 📌,Promoter,,
1591955322,ownerkrustykrab,129726,https://twitter.com/random/status/1533777230505029632,$3.5 | 50K | end to night\n\nRetweet and Follow @ranlysm,Promoter,,
2303636186,JackiePromotes,69603,https://twitter.com/random/status/1513505006732800002,$15 GIVEAWAY \n\n- RT,Promoter,,
343614720,SyeraPromotes,49593,https://twitter.com/random/status/1509893635457789957,GIVEAWAY $20 | 280.000 IDR in 2 hours\n\n— follow me &amp; @endoirs ❤️\n— retweet,Promoter,,
1063660380,jinjimetaverse,88594,https://twitter.com/random/status/1528608223359422464,$100 | PHP 5K | 1.400.000 IDR\n\nRT and Follow @MetaNept \n\nEnds in 24hrs ⛩️💗,Promoter,,
1.3561E+18,berry_gives,44595,https://twitter.com/random/status/1530731940470738944,"$15 | ₱690 | 195.000 IDR • 4 HRS 💰\n\n— RT &amp; Follow @CuBeanz\n— RT Like &amp; Comment ""#CuBeanz"" on their 2 latest tweets",Promoter,,
1.39232E+18,MetaVerseRich,50398,https://twitter.com/random/status/1518898314543915008,For every retweet this gets I’ll donate $1 to the American Cancer Society @AmericanCancer 🤝,No,,
9.16063E+17,UnreaINFT,80711,https://twitter.com/random/status/1511156882056089606,$75 | 1,Promoter,,
1.28616E+18,CuzzyNFT,161697,https://twitter.com/random/status/1536531473531953152,$200 - 2,Promoter, like, follow me &amp; @ToastWGMI
1092109868,0xChaneL02,179001,https://twitter.com/random/status/1497092353764384769,$200 • 48 hrs \n\n♡ Rt and follow\n\n@widow_crypto\n@Bobston14656404 \n@zelicer88 \n@Crypto_Investe,Promoter,,
1.44585E+18,Sid_Sayx,47079,https://twitter.com/random/status/1494954220671619074,$10 in 30 Mins\n\nRT this and follow @LaCryptoSadie ❤️,Promoter,,
1.48766E+18,LegitAirdrops_,66649,https://twitter.com/random/status/1520583994089172992,$10 | 135.000 IDR ~ 6HOURS\n\nRT like &amp; follow @Defi_Clan,Promoter,,
1.42203E+18,winflrose,123078,https://twitter.com/random/status/1536553476129366017,GIVEAWAY $15 | 210.000 IDR ˊˎ-\n\n➵ retweet \n➵ like,Promoter, go luvs 🕊️,
2968281861,nftkora,41770,https://twitter.com/random/status/1525912920047206403,$100 $ETH • 1 winner 🎁\n\nRT + Follow @GizzyNFT 🔔,Promoter,,
2711981311,zabinapromotes,52410,https://twitter.com/random/status/1536639808403275776,$3 || ₱150 || 40k IDR in 60 mins 🔰\n\n— RT + rt &amp; like @heyoozabi pinned tweet,Promoter,,
605570803,neagives,98392,https://twitter.com/random/status/1514492186326274049,$20 | 280.000 IDR in 2 HOURS\n\nRT &amp; Follow me @badcge,Promoter,,
3048946786,NFTJacobz,184667,https://twitter.com/random/status/1506655875125108753,$250 $USDT or $APE (3 WINNERS) 🏆\n\nRT + Follow Me &amp; @NFTDyIan 🔔(Proof),Promoter,,
1.47371E+18,0xStraw,110789,https://twitter.com/random/status/1499225884871565312,25$ ~ 2 Hours \n\n- RT &amp; Follow @chadrekts &amp; @vvxvey,Promoter,,
1.38665E+18,Wizardara,181374,https://twitter.com/random/status/1536495098351046667,$100 ⚡️ 24 hours.\n---\n🔥 Retweet &amp; Follow @bydobbyland\n🔥 Join Discord: https://t.co/7P1kiM2ZF3\n---\n𝓦 https://t.co/ypWUmEqlpm,Promoter,,
9.14142E+17,RaavNFT,95457,https://twitter.com/random/status/1524380740489785348,$50 🏆 • $BNB • 1 winner • 3h •⏳\n\n✅ RT ♻️\n✅ Follow @FlokiPulsev2 \n✅ Join Discord : https://t.co/9rsuz4zBsL,Promoter,,
1.33117E+18,CutieBabeGem15,170962,https://twitter.com/random/status/1536298776209797120,$40 | 3 Hours\n\n- RT + Follow @w3binfinity \n\n- Join TG https://t.co/KkYyN16RmU\n\n(Post Proof),Promoter,,
1.30844E+18,DoyoungPromotes,203370,https://twitter.com/random/status/1536622193341534208,$30 • 420K • 5 HRS 🌟\n\n- RT &amp; Follow @CryptoJumperNFT,Promoter,,
1332283232,DaCryptonic,650239,https://twitter.com/random/status/1536597580779507713,$75 in 8 Hrs \n\n✅RT This &amp; Follow @ChrisSpinsSlots \n@atomicslots,Promoter,,
1.43619E+18,mochineproms,139465,https://twitter.com/random/status/1536596214967586817,$10 | 140.000 IDR ✦ 60 MINS \n\n• RT,Promoter,,
267890604,gemhostglobal,1099358,https://twitter.com/random/status/1536484787124588544,$25 Giveaway || 2 hours 🌼\n\n• RT &amp; Follow @Crazycakesnft + RT Their 📌,Promoter,,
2932346092,SelineNFT,64956,https://twitter.com/random/status/1518019315236225024,20$ #solana | ~ ends in 3 hours \n\n• Retweet\n• RT/Like @bezoge ’s📌\n#NFT #NFTGiveaway #NFTCommumity,No,,
1.4145E+18,AxelPromotes,137971,https://twitter.com/random/status/1536361732930940928,$15 | 202K IDR ~ 3 HOURS \n\nRT &amp; RT/Like @ElusiveApeFed 📌,Promoter,,
178493281,coodazai,104107,https://twitter.com/random/status/1535618766138056704,$50 | 650K IDR • 24 HRS 🎁\n\nRT &amp; Follow \n@TomorrowDAOorg\n@sangeng_,Promoter,,
1.44323E+18,cxlturesvz,69556,https://twitter.com/random/status/1531774379536826371,@lucidrubez @FaZeSway I average 100k plus and i was apart of 2 nft projects buzzin,No,,
8.47771E+17,Donjuliozz,100701,https://twitter.com/random/status/1536367087870169088,$10 | 30 mins\n\nRT &amp; Follow @Megf777,Promoter,,
1.14022E+18,chagives,44209,https://twitter.com/random/status/1532654366900924416,$7 | 100.000 - 8 hour\n\n- Retweet + Follow @evoltsindonesia \n- Retweet Like Reply qouted tweet below https://t.co/f03nPv2hlD,Promoter,,
3436041177,CompBrosCrypto,235570,https://twitter.com/random/status/1535015397115715621,$100 in 24 hours:\n\nRetweet + follow @adoptwombat,Promoter,,
1.46251E+18,pvcassol,51762,https://twitter.com/random/status/1529173117918236672,am i reading this correctly\ndid @TrippinApeNFT already make $730k in royalties? https://t.co/itRTkpW8pc,No,,
1.44536E+18,Lixxxno,49856,https://twitter.com/random/status/1532629455390314497,Quick $5 \n\n- RT &amp; Follow @cddcommunity and @solshine_nft,Promoter,,
1.49257E+18,PromoRoberts,40173,https://twitter.com/random/status/1536608176178610182,🎁 GIVEAWAY 🎁\n\nPrizes:\n\n🏆 1 sol  ~ $30\n\nTo Enter:\n1️⃣ Follow   @PromoRoberts (🔔)\n2️⃣ Like &amp; RT \n3️⃣ Tag 3 Friends\n\n⏰6 hours,No,,
150787214,EvJBetts,89813,https://twitter.com/random/status/1518406073694183426,$100 • 4 HOURS 🌟\n\nRT + Follow @alejandrraujo,Promoter,,
1.50971E+18,Panda2Squared,62071,https://twitter.com/random/status/1522777537943801856,💵 $100 #Giveaway will start soon.. \n Follow @Panda2Squared\n if you are in here💕,No,,
1.4264E+18,wonieegives,123364,https://twitter.com/random/status/1536391297493512192,$10 | 130K IDR • 3 HOURS \n\n-RT &amp; follow (🔔)\n\n@Highsets1 \n@Zokilefit,Promoter,,
891797270,misscrypt_,78780,https://twitter.com/random/status/1535155968459169792,$10 || 136k IDR in 2 HRS 〽️\n\nRT &amp; Follow @Amin_CHTR,Promoter,,
1416152640,MrsunNFT,103802,https://twitter.com/random/status/1526507250512060417,💸 #Giveaway 💸\n\n🎁 Win $50 in ETH\n\nTo enter\n✅ Retweet &amp; ❤️\n✅ Follow @JecorioNFT \n\n⏰ Ends 72hrs,No,,
1.15881E+18,Gary_BKEX,130148,https://twitter.com/random/status/1533467912522330112,#GIVEAWAY \n$300 •  24 hours \n\nFOLLOW \n@Investment_CN\n   \n@Whales_China\n &amp;RT&amp;LIKE,Promoter,,
252900378,ChessNFTs,42457,https://twitter.com/random/status/1446475643907022849,100 #ADA | $200 GIVEAWAY | 48 hrs\n\n— RT &amp; follow me + @yeety_yeti \n— Join Discord (show proof)\nhttps://t.co/g5xhJGE2RC https://t.co/O6kaXqvngT,No,,
1512207979,MrThunderCrypto,1995981,https://twitter.com/random/status/1535962590391676928,$50 • 2 HOURS\n\n▶️ RT &amp; follow @warrpit + RT their 📌,Promoter,,
3243109407,AchilleNFT,51388,https://twitter.com/random/status/1523317145144561665,$100 | 1,Promoter,,
1.42073E+18,CryptoGA76,40287,https://twitter.com/random/status/1534862968025800704,Giveway 7$ || 100k IDR\n\n-RT,Promoter,,
9.89504E+17,nikichain,92980,https://twitter.com/random/status/1518647880428535815,Would you sell Twitter to @elonmusk for $43B? #TwitterTakeover,No,,
1.51679E+18,KANEKI_PROMOTER,44020,https://twitter.com/random/status/1536340917686108160,$100 | 1.5JT - 24 HOURS ⏰\n\n- RT &amp; Follow @KANEKI_PROMOTER (🔔),Promoter,,
1.37112E+18,Laygitgiveaways,42964,https://twitter.com/random/status/1440537580227813377,$10 | 140.000 IDR in 180 mins\n\n– RT + follow @CryptooDragon,Promoter,,
1.37797E+18,CryptoGamer4591,67320,https://twitter.com/random/status/1535278512382349312,@BunkeyButt @MrAnt728 @mrpyo1 This game isn’t worth $70,No,,
1.40805E+18,GemsScope,135920,https://twitter.com/random/status/1535366657606045698,Flash☕ | 1 Winner | 60 mins\n\n1x NFT (~$300) 🎉\n\n1️⃣❤&amp;RT\n2️⃣Like @ThHighSociety pinned 📌,No,,
1.49567E+18,missthinez,78559,https://twitter.com/random/status/1535923626897461248,$3 || 42.000 IDR ~ 30 mins\n\n- RT &amp; follow @IInjangishi  +🔔,Promoter,,
1.25147E+18,EssyBezzy,51925,https://twitter.com/random/status/1470088626541240323,$5 | ₱230 | 60.000 IDR GIVEAWAY\n\n-rt &amp; follow \n@ProjectUniti \n ,Promoter,,
2372945623,Haeso_Gives,52607,https://twitter.com/random/status/1528569280840990720,$10 GIVEAWAY || 6HRS ⏰\n\n✅ Follow @fabian_crypto \n✅ Like &amp; RT their pinned 📌\n✅ RT this + 12,Promoter,,
1.43381E+18,KrishwinPromos,75035,https://twitter.com/random/status/1517838684501864448,$5 ┊ ₱235 ┊ 65000 IDR  ✦  180 min ⏰\n\n➠ RT. Like &amp; Rt @MrPirri  📌,Promoter,,
1.3563E+18,jenniproms,119380,https://twitter.com/random/status/1534397145616371712,$3 • 30 MINS 🔥\n\n• RT &amp; Follow @MaryInSol,Promoter,,
1.07426E+18,hellojieya,40853,https://twitter.com/random/status/1536570106926755841,$1 | 14.000 IDR in 2 HOURS 🍓\n\n— rt + like @financemul📌\n\n— reply done,Promoter,,
8.51103E+17,Crypto_Hawkk,424828,https://twitter.com/random/status/1535260034770280454,$100 || 1,Promoter,,
9.6822E+17,NFTOvanat,70198,https://twitter.com/random/status/1522579454974992386,@PartyHardNFT x1 NFT (~250$) Winner 🏆: @_DeeTom  \n\nCongrats! Contact @PartyHardNFT please\n\n✔️ https://t.co/PHDju4qYBq,No,,
9.73048E+17,wsh4idaho,67669,https://twitter.com/random/status/1480168172758183939,$20 in 120 minutes\n\n-RT + Follow @CawaiiCatsnft + Like/RT Pin 📌,Promoter,,
90828940,JoshRoomsburg,297342,https://twitter.com/random/status/1522782484383113223,Winner 🏆\n\n@palak_agarwal09\n\nYou have just won $50\n\nThank you all for your support! 🙏,No,,
1.47712E+18,TheBroAMG,380447,https://twitter.com/random/status/1540013111159160832,$100 Giveaway | 24 Hours\n\n• Retweet &amp; Follow @crypto_pulse \n• Enter their pinned tweet,Promoter,,
1.47137E+18,Gina52939786,54193,https://twitter.com/random/status/1515295696185806848,🎉$8,No,000)\nTo enter :\n✅ Follow  @Gina52939786\n✅ Like &amp; RT\n✅Drop your $ETH address👇 https://t.co/uBRvkUIsMa,
1.38511E+18,cikakohl,98481,https://twitter.com/random/status/1535919842406019073,giveaway $15 | Rp210.000,Promoter,,
9.5746E+17,MesiPromotes_,131748,https://twitter.com/random/status/1535565674227339264,$25 GIVEAWAY in 6 hours 🥂\n\n• RT,Promoter,,
458866138,NasBitcoin,204814,https://twitter.com/random/status/1531478697483481088,$50 | 730.000 IDR  – 4 Days 🍎\n\nRT + Follow :  @DacxiCoin,Promoter,,
9.8486E+17,MazeWandaX,263669,https://twitter.com/random/status/1523970375025004545,I'll give $100 to one person in 24 hours\n\n- RT &amp; Follow @relationlabs \n- Join Discord: https://t.co/muyoS8H2JV https://t.co/1tGPsduP6l,No,,
1479220561,dogegod123,49523,https://twitter.com/random/status/1533320875461644288,$50 in 10 hours🔥 \n\n- RT + follow @fairlady18_jd &amp; me,Promoter,,
1.38817E+18,iakimihyb,84161,https://twitter.com/random/status/1533165007147507715,⚡️$20 GIVEAWAY⚡️\n\nRT + Follow @degenbrody \n\n5 MINS ⏰,Promoter,,
1.44683E+18,Xairouto,40041,https://twitter.com/random/status/1536339086205587456,$1 | 14.000 IDR • 1 HOUR❄️\n\n— RT &amp; follow @bbkpopstan 🔔,Promoter,,
1.39448E+18,Giveaway__Whale,123847,https://twitter.com/random/status/1457979455704485892,$10 GIVEAWAY ~ 6 HOURS ⏳\n\n- RT &amp; Follow @Giveaway__Whale,Promoter,,
9.2811E+17,FortanCrypto,416057,https://twitter.com/random/status/1521886380988719104,I'll give $100 in 24Hrs!\n\n➖RT &amp; Follow @famemmatv \n+\n➖Join TG https://t.co/Lh4l13gnCE https://t.co/GyFiz4y5qQ,No,,
1.18616E+18,luchovcs,69707,https://twitter.com/random/status/1529547364318552072,$50 Winner 💰\n\nRT + Follow ME &amp; @iigionft 🔔,Promoter,,
1.41039E+18,ceyla_giveaways,203768,https://twitter.com/random/status/1536473897624805376,$10 to 1 winner in 1 hour\n\n✔RT + RT &amp; Like @ETHZodiac 's 📌,Promoter,,
189394889,NFTHolding,60242,https://twitter.com/random/status/1522579405964521472,$50 ~ 6H\n\n✅RT Like &amp; Follow @MrSheepClub,Promoter,,
1.41706E+18,calixtagives,49064,https://twitter.com/random/status/1512791803132452866,$10 | ₱490 | 135.000 IDR \n\n— rt &amp; like @amangkings &amp; @forestan12 📌\n— rt + d1,Promoter,,
1.40659E+18,Lunargives,100532,https://twitter.com/random/status/1535184132669849600,$50 - 10 HOURS⌛ \n\n- RT + Follow @CubeDaily_ &amp; RT Like📌,Promoter,,
318346543,ranpromoter,730431,https://twitter.com/random/status/1531587353138974721,$25 | 60 mins\n\nRT,Promoter,,
